title,reviews,reviews_clean,cleaned_review,combined_text,neg,neu,pos,compound,satisfied,review_length,word_count,char_count,avg_word_length,exclamation_count,question_count,uppercase_ratio,cleaned_word_count,cleaned_char_count
"""promised to give me compensation""","My return flight from Antigua to London was cancelled 2 times. When I call to BA several times their computer system didn’t work and they couldn’t issue new ticket, as the result I had to pay airport price for baggage, as I couldn’t pay online without ticket. They promised to give me compensation of hotel stay, food and travel if complete online form. When I done it, I was asked to submit expenses, but link provided was to lost baggage expenses, not what I claimed. I replied that link is wrong and asked for correct link. They replied that they wouldn’t compensate anything.","My return flight from Antigua to London was cancelled 2 times. When I call to BA several times their computer system didn't work and they couldn't issue new ticket, as the result I had to pay airport price for baggage, as I couldn't pay online without ticket. They promised to give me compensation of hotel stay, food and travel if complete online form. When I done it, I was asked to submit expenses, but link provided was to lost baggage expenses, not what I claimed. I replied that link is wrong and asked for correct link. They replied that they wouldn't compensate anything.",return antigua london cancel time call several time computer system not work not issue new ticket result pay airport price baggage not pay online without ticket promise give compensation hotel stay food travel complete online form do ask submit expense link provide lose baggage expense claim reply link wrong ask correct link reply not compensate anything,"promised to give me compensation. My return flight from Antigua to London was cancelled 2 times. When I call to BA several times their computer system didn't work and they couldn't issue new ticket, as the result I had to pay airport price for baggage, as I couldn't pay online without ticket. They promised to give me compensation of hotel stay, food and travel if complete online form. When I done it, I was asked to submit expenses, but link provided was to lost baggage expenses, not what I claimed. I replied that link is wrong and asked for correct link. They replied that they wouldn't compensate anything.",0.099,0.876,0.025,-0.8155,0,582,107,594,5.5514018691588785,0,0,0.0261011419249592,56,356
"""Do not recommend to anyone in Covid restrictions""",4 cancellations for 1 month! Applying vouchers only to find out they don't work after new cancellation! Terrible stammers. Do not recommend to anyone in Covid restrictions.,4 cancellations for 1 month! Applying vouchers only to find out they don't work after new cancellation! Terrible stammers. Do not recommend to anyone in Covid restrictions.,cancellation month apply voucher find not work new cancellation terrible stammer recommend anyone covid restriction,Do not recommend to anyone in Covid restrictions. 4 cancellations for 1 month! Applying vouchers only to find out they don't work after new cancellation! Terrible stammers. Do not recommend to anyone in Covid restrictions.,0.238,0.762,0.0,-0.8273,0,174,33,212,6.424242424242424,2,0,0.027027027027027,15,115
"""She was an amazing person""","I had travelled to India for an eye surgery, on my flight back to London Heathrow I was assisted by a member of the cabin crew Madeline Thomas. She was an amazing person as she made sure I was feeling okay as I had come back from my surgery and was traveling by myself. She was more then a nurse and took care of my needs like a mom. She also made sure I had eaten my food and stood by next to me as I was feeling awful because I was in lot of pain","I had travelled to India for an eye surgery, on my flight back to London Heathrow I was assisted by a member of the cabin crew Madeline Thomas. She was an amazing person as she made sure I was feeling okay as I had come back from my surgery and was traveling by myself. She was more then a nurse and took care of my needs like a mom. She also made sure I had eaten my food and stood by next to me as I was feeling awful because I was in lot of pain",travel india eye surgery back london heathrow assist member cabin crew madeline thomas amazing person make sure feeling okay come back surgery travel nurse take care need like mom make sure eat food stand next feel awful lot pain,"She was an amazing person. I had travelled to India for an eye surgery, on my flight back to London Heathrow I was assisted by a member of the cabin crew Madeline Thomas. She was an amazing person as she made sure I was feeling okay as I had come back from my surgery and was traveling by myself. She was more then a nurse and took care of my needs like a mom. She also made sure I had eaten my food and stood by next to me as I was feeling awful because I was in lot of pain",0.053,0.756,0.191,0.926,1,450,101,470,4.653465346534653,0,0,0.0336842105263157,39,229
"""not what you'd expect from a premium product""","I was travelling back from Mexico City on a business trip. Fully aware of the covid safety restrictions at the moment, which the staff do an admirable job with - but nevertheless a lot to say on the state of BA First at the moment. Firstly - no lounge at all at Mexico City Terminal 2. There's a paid lounge, but the check in staff wouldn't help with the details. Mexico City Terminal 1 has functional lounges for AeroMexico working. Not good enough for an expensive ticket. Finally got to board and the staff are incredible - but throughout they were super apologetic as to what was to come. The food was literally inedible in First and staff offered commented as much every time. So for an 11 hour trip in First the option really was chocolate or crisps. The first suite on the flight had visible signs of wear and tear and needs some attention. The seat would not easily convert to a bed. It had scuff marks around it and generally looked a bit shabby. Again, not what you'd expect from a premium product. I left my watch on the flight in error and contacted BA immediately about this. Despite assurances that they have a comprehensive cleaning process during Covid my watch was never found. BA has outsourced their lost and found service to a separate company and in the process they have completely washed their hands on helping out customers. Given that I told them specifically where I'd left the watch I can only assume that one of the cleaning staff decided to keep it. All in all, you pay premium on a flight for additional service. BA isn't offering it at the moment. If it is essential that you have to fly really don't bother with first unless you have to - or go to another airline. The company just don't care.","I was travelling back from Mexico City on a business trip. Fully aware of the covid safety restrictions at the moment, which the staff do an admirable job with - but nevertheless a lot to say on the state of BA First at the moment. Firstly - no lounge at all at Mexico City Terminal 2. There's a paid lounge, but the check in staff wouldn't help with the details. Mexico City Terminal 1 has functional lounges for AeroMexico working. Not good enough for an expensive ticket. Finally got to board and the staff are incredible - but throughout they were super apologetic as to what was to come. The food was literally inedible in First and staff offered commented as much every time. So for an 11 hour trip in First the option really was chocolate or crisps. The first suite on the flight had visible signs of wear and tear and needs some attention. The seat would not easily convert to a bed. It had scuff marks around it and generally looked a bit shabby. Again, not what you'd expect from a premium product. I left my watch on the flight in error and contacted BA immediately about this. Despite assurances that they have a comprehensive cleaning process during Covid my watch was never found. BA has outsourced their lost and found service to a separate company and in the process they have completely washed their hands on helping out customers. Given that I told them specifically where I'd left the watch I can only assume that one of the cleaning staff decided to keep it. All in all, you pay premium on a flight for additional service. BA isn't offering it at the moment. If it is essential that you have to fly really don't bother with first unless you have to - or go to another airline. The company just don't care.",travel back mexico city business trip fully aware covid safety restriction moment staff admirable job nevertheless lot say state moment firstly lounge mexico city terminal pay lounge check staff not help detail mexico city terminal functional lounge aeromexico work good enough expensive ticket finally board staff incredible throughout super apologetic come food literally inedible staff offer comment every time hour trip option chocolate crisp suite visible sign wear tear need attention seat easily convert bed scuff mark around generally look bit shabby expect premium product leave watch error contact immediately despite assurance comprehensive cleaning process covid watch never find outsource lose find service separate company process completely wash hand help customer give tell specifically leave watch assume cleaning staff decide keep pay premium additional service not offer moment essential not bother unless go another company not care,"not what you'd expect from a premium product. I was travelling back from Mexico City on a business trip. Fully aware of the covid safety restrictions at the moment, which the staff do an admirable job with - but nevertheless a lot to say on the state of BA First at the moment. Firstly - no lounge at all at Mexico City Terminal 2. There's a paid lounge, but the check in staff wouldn't help with the details. Mexico City Terminal 1 has functional lounges for AeroMexico working. Not good enough for an expensive ticket. Finally got to board and the staff are incredible - but throughout they were super apologetic as to what was to come. The food was literally inedible in First and staff offered commented as much every time. So for an 11 hour trip in First the option really was chocolate or crisps. The first suite on the flight had visible signs of wear and tear and needs some attention. The seat would not easily convert to a bed. It had scuff marks around it and generally looked a bit shabby. Again, not what you'd expect from a premium product. I left my watch on the flight in error and contacted BA immediately about this. Despite assurances that they have a comprehensive cleaning process during Covid my watch was never found. BA has outsourced their lost and found service to a separate company and in the process they have completely washed their hands on helping out customers. Given that I told them specifically where I'd left the watch I can only assume that one of the cleaning staff decided to keep it. All in all, you pay premium on a flight for additional service. BA isn't offering it at the moment. If it is essential that you have to fly really don't bother with first unless you have to - or go to another airline. The company just don't care.",0.072,0.877,0.051,-0.7666,0,1727,317,1722,5.4321766561514195,0,0,0.0242800677583286,137,952
"""Absolutely disgraceful""",Charge £700 fee to make an amendment to a booked holiday well in advance. Absolutely disgraceful. Their site says £30 fees for amendments and when you ring up they say that you ticked the terms and conditions box and refer to page 27 of terms and conditions and use it to charge you an extortionate amount.  I received nothing but bad attitude and rudeness from the representative.,Charge £700 fee to make an amendment to a booked holiday well in advance. Absolutely disgraceful. Their site says £30 fees for amendments and when you ring up they say that you ticked the terms and conditions box and refer to page 27 of terms and conditions and use it to charge you an extortionate amount. I received nothing but bad attitude and rudeness from the representative.,charge fee make amendment book holiday advance absolutely disgraceful site say fee amendment ring say tick term condition box refer page term condition use charge extortionate amount receive nothing bad attitude rudeness representative,Absolutely disgraceful. Charge £700 fee to make an amendment to a booked holiday well in advance. Absolutely disgraceful. Their site says £30 fees for amendments and when you ring up they say that you ticked the terms and conditions box and refer to page 27 of terms and conditions and use it to charge you an extortionate amount. I received nothing but bad attitude and rudeness from the representative.,0.067,0.839,0.094,0.2558,1,383,66,387,5.863636363636363,0,0,0.0123762376237623,33,235
"""Good service the whole way""","Good service the whole way. Nothing exceptional but it was only a short flight. Plane was clean and refreshments were provided. My only issue is that the flight was packed - understandable as it was just before Chirstmas but surely it is not wise to have strangers sitting so close to each other during a pandemic, even with the masks? My return flight was cancelled but it was easy to transfer to a new flight so no issues there either - just hoping for a little more personal space next time! Also wi-fi did not work. I also liked that they had a system for boarding and disembarking to avoid everyone rushing at the same time, brought in for the pandemic I'm sure but I hope this is something they continue into the future as it made the experience much more pleasant. Value for money marked down only because the Christmas flights were so expensive! To be expected though, I know.","Good service the whole way. Nothing exceptional but it was only a short flight. Plane was clean and refreshments were provided. My only issue is that the flight was packed - understandable as it was just before Chirstmas but surely it is not wise to have strangers sitting so close to each other during a pandemic, even with the masks? My return flight was cancelled but it was easy to transfer to a new flight so no issues there either - just hoping for a little more personal space next time! Also wi-fi did not work. I also liked that they had a system for boarding and disembarking to avoid everyone rushing at the same time, brought in for the pandemic I'm sure but I hope this is something they continue into the future as it made the experience much more pleasant. Value for money marked down only because the Christmas flights were so expensive! To be expected though, I know.",good service whole way nothing exceptional short plane clean refreshment provide issue pack understandable chirstma surely wise stranger sit close pandemic mask return cancel easy transfer new issue either hop little personal space next time wifi work like system boarding disembark avoid everyone rush time bring pandemic sure hope something continue future make experience pleasant value money mark christmas expensive expect though know,"Good service the whole way. Good service the whole way. Nothing exceptional but it was only a short flight. Plane was clean and refreshments were provided. My only issue is that the flight was packed - understandable as it was just before Chirstmas but surely it is not wise to have strangers sitting so close to each other during a pandemic, even with the masks? My return flight was cancelled but it was easy to transfer to a new flight so no issues there either - just hoping for a little more personal space next time! Also wi-fi did not work. I also liked that they had a system for boarding and disembarking to avoid everyone rushing at the same time, brought in for the pandemic I'm sure but I hope this is something they continue into the future as it made the experience much more pleasant. Value for money marked down only because the Christmas flights were so expensive! To be expected though, I know.",0.062,0.748,0.19,0.9797,1,886,164,893,5.445121951219512,2,1,0.0164473684210526,63,439
British Airways customer review,"I entered the plane with a bunch of white flowers and a flight attendant joked that I should have felt obliged to bring the flowers, when she realized that I was going to my Mother's funeral with the flowers she was apologetic (she had no idea why I was bringing in flowers) but the crew were very nice to me during this flight.","I entered the plane with a bunch of white flowers and a flight attendant joked that I should have felt obliged to bring the flowers, when she realized that I was going to my Mother's funeral with the flowers she was apologetic (she had no idea why I was bringing in flowers) but the crew were very nice to me during this flight.",enter plane bunch white flower attendant joked feel oblige bring flower realize go mother funeral flower apologetic idea bring flower crew nice,"British Airways customer review. I entered the plane with a bunch of white flowers and a flight attendant joked that I should have felt obliged to bring the flowers, when she realized that I was going to my Mother's funeral with the flowers she was apologetic (she had no idea why I was bringing in flowers) but the crew were very nice to me during this flight.",0.046,0.873,0.08,0.533,1,330,67,355,5.298507462686567,0,0,0.0193905817174515,22,143
"""I do want to thank BA""","I was supposed to fly with Aeroflot on the 23rd of December to Moscow. But because Russia has closed its borders, like the majority of other countries, the flight was canceled, and I couldn’t get home. I’ve also tried to fly through Antalya, but the same situation occurred. On my third try, I came to Heathrow and tried to fly away to Cairo. I was declined by another company. Then I went to British Airways. Starting from testing (because Egypt requires tests), as stressful as the whole situation was, the employees were outstanding! (I’m not sure is it connected to BA, but still, I want to mention this). The crew was very helpful and extremely understanding, very professional and urgent to help, they have been a great help and I am very gracious for this. I want to separately point out one employee - Shanell (if I am not mistaken, who works at Collision testing center in Heathrow Terminal 5). She is a savior and most importantly a human, which is very rare nowadays! Carrying on, I went to BA check-in, but unfortunately couldn’t do it, as my results didn’t go through yet. However, another outstanding employee who provided great help called her colleagues and arranged for the booking to be frozen until the results arrive. I’ve come to her 3 times with additional questions, and every time she was very patient, professional, and happy to help. After I got my results I came back to Heathrow on 24th, but unfortunately, there were no flights to Cairo, the situation became even more complicated (I will spare the details). However, here again, brilliant employees of BA offered their personal assistance and showed sympathy and humanity towards me. The nicest lady I’ve ever met, unfortunately, I didn’t catch her name, but I am aware it was her first day at BA and that she is Egyptian, followed me throughout my struggles, offered me emotional and professional support. She tried to find any possible ways for me to get back home and actually did. She was open to any kind of help and was enormously helpful for which I can’t thank her enough. She also asked her colleague to help me, which he kindly did.  Lastly, the nice lady (shame I don’t know her name) also shared my struggles with her colleague Mani who came to substitute her on the position. He was very friendly and attentive as well, talked me through the process, offered different ways I can stay at the airport, gave his phone to call, and offered to drop me off at the hotel, which he did not have to do whatsoever. To conclude, I merely want to thank all of these individuals one more time, as they have been a great help both in physical and mental aspects, I honestly do not know what would I do if I haven’t met them. I don’t know was I just lucky to meet these people or all BA employees are of the same morality, but I do want to thank BA for hiring and providing jobs for these great human beings as well as upholding the standard for other airlines! For some people, the help that was provided to me might seem like a normal thing to do. However, for me, it was a pleasant and so much needed surprise. As no one in","I was supposed to fly with Aeroflot on the 23rd of December to Moscow. But because Russia has closed its borders, like the majority of other countries, the flight was canceled, and I couldn't get home. I've also tried to fly through Antalya, but the same situation occurred. On my third try, I came to Heathrow and tried to fly away to Cairo. I was declined by another company. Then I went to British Airways. Starting from testing (because Egypt requires tests), as stressful as the whole situation was, the employees were outstanding! (I'm not sure is it connected to BA, but still, I want to mention this). The crew was very helpful and extremely understanding, very professional and urgent to help, they have been a great help and I am very gracious for this. I want to separately point out one employee - Shanell (if I am not mistaken, who works at Collision testing center in Heathrow Terminal 5). She is a savior and most importantly a human, which is very rare nowadays! Carrying on, I went to BA check-in, but unfortunately couldn't do it, as my results didn't go through yet. However, another outstanding employee who provided great help called her colleagues and arranged for the booking to be frozen until the results arrive. I've come to her 3 times with additional questions, and every time she was very patient, professional, and happy to help. After I got my results I came back to Heathrow on 24th, but unfortunately, there were no flights to Cairo, the situation became even more complicated (I will spare the details). However, here again, brilliant employees of BA offered their personal assistance and showed sympathy and humanity towards me. The nicest lady I've ever met, unfortunately, I didn't catch her name, but I am aware it was her first day at BA and that she is Egyptian, followed me throughout my struggles, offered me emotional and professional support. She tried to find any possible ways for me to get back home and actually did. She was open to any kind of help and was enormously helpful for which I can't thank her enough. She also asked her colleague to help me, which he kindly did. Lastly, the nice lady (shame I don't know her name) also shared my struggles with her colleague Mani who came to substitute her on the position. He was very friendly and attentive as well, talked me through the process, offered different ways I can stay at the airport, gave his phone to call, and offered to drop me off at the hotel, which he did not have to do whatsoever. To conclude, I merely want to thank all of these individuals one more time, as they have been a great help both in physical and mental aspects, I honestly do not know what would I do if I haven't met them. I don't know was I just lucky to meet these people or all BA employees are of the same morality, but I do want to thank BA for hiring and providing jobs for these great human beings as well as upholding the standard for other airlines! For some people, the help that was provided to me might seem like a normal thing to do. However, for me, it was a pleasant and so much needed surprise. As no one in",suppose aeroflot december moscow russia close border like majority country cancel not home try antalya situation occur third try come heathrow try away cairo decline another company go start test egypt require test stressful whole situation employee outstanding sure connected want mention crew helpful extremely understand professional urgent help great help gracious want separately point employee shanell mistaken works collision testing center heathrow terminal savior importantly human rare nowadays carry go checkin unfortunately not result not go yet however another outstanding employee provide great help call colleague arrange book frozen result arrive come time additional question every time patient professional happy help result come back heathrow unfortunately cairo situation become complicated spare detail however brilliant employee offer personal assistance show sympathy humanity towards nice lady ever meet unfortunately not catch name aware day egyptian follow throughout struggle offer emotional professional support try find possible way back home actually open kind help enormously helpful can not thank enough ask colleague help kindly lastly nice lady shame not know name share struggles colleague mani come substitute position friendly attentive talk process offer different way stay airport give phone call offer drop hotel whatsoever conclude merely want thank individual time great help physical mental aspect honestly know not meet not know lucky meet people employee morality want thank hire provide job great human being uphold standard people help provide might seem like normal thing however pleasant need surprise,"I do want to thank BA. I was supposed to fly with Aeroflot on the 23rd of December to Moscow. But because Russia has closed its borders, like the majority of other countries, the flight was canceled, and I couldn't get home. I've also tried to fly through Antalya, but the same situation occurred. On my third try, I came to Heathrow and tried to fly away to Cairo. I was declined by another company. Then I went to British Airways. Starting from testing (because Egypt requires tests), as stressful as the whole situation was, the employees were outstanding! (I'm not sure is it connected to BA, but still, I want to mention this). The crew was very helpful and extremely understanding, very professional and urgent to help, they have been a great help and I am very gracious for this. I want to separately point out one employee - Shanell (if I am not mistaken, who works at Collision testing center in Heathrow Terminal 5). She is a savior and most importantly a human, which is very rare nowadays! Carrying on, I went to BA check-in, but unfortunately couldn't do it, as my results didn't go through yet. However, another outstanding employee who provided great help called her colleagues and arranged for the booking to be frozen until the results arrive. I've come to her 3 times with additional questions, and every time she was very patient, professional, and happy to help. After I got my results I came back to Heathrow on 24th, but unfortunately, there were no flights to Cairo, the situation became even more complicated (I will spare the details). However, here again, brilliant employees of BA offered their personal assistance and showed sympathy and humanity towards me. The nicest lady I've ever met, unfortunately, I didn't catch her name, but I am aware it was her first day at BA and that she is Egyptian, followed me throughout my struggles, offered me emotional and professional support. She tried to find any possible ways for me to get back home and actually did. She was open to any kind of help and was enormously helpful for which I can't thank her enough. She also asked her colleague to help me, which he kindly did. Lastly, the nice lady (shame I don't know her name) also shared my struggles with her colleague Mani who came to substitute her on the position. He was very friendly and attentive as well, talked me through the process, offered different ways I can stay at the airport, gave his phone to call, and offered to drop me off at the hotel, which he did not have to do whatsoever. To conclude, I merely want to thank all of these individuals one more time, as they have been a great help both in physical and mental aspects, I honestly do not know what would I do if I haven't met them. I don't know was I just lucky to meet these people or all BA employees are of the same morality, but I do want to thank BA for hiring and providing jobs for these great human beings as well as upholding the standard for other airlines! For some people, the help that was provided to me might seem like a normal thing to do. However, for me, it was a pleasant and so much needed surprise. As no one in",0.057,0.711,0.232,0.9991,1,3107,566,3023,5.340989399293286,3,0,0.0262232171410297,235,1650
"""passengers with masks below nose""","Dubai to London on 5th December. Flight was ok - seat comfortable enough, crew reasonably friendly but my food was gross.  Both flights almost full with little social distancing and plenty of mixed groups sat next to each other. Lots of passengers with masks below nose or not on at all. When coming back to Heathrow many seemed to have below their nose. Announcement made at the beginning about masks. Crew challenged a couple of people at beginning of flight for not having them on or below nose but seemed to give up at the end. When leaving plane good number had already taken off yet nothing. On way back not a single maskless or incorrectly worn mask challenged. A guy opposite me had his mask below nose the whole flight. He had a conversation with several attendants neither of whom said anything.  Not like the crew were busy either, did 2 services the whole flight then rest of the time didn’t see them. Of course flying in these times is a risk but those risks can be reduced by passengers wearing masks, enforced by the airlines.","Dubai to London on 5th December. Flight was ok - seat comfortable enough, crew reasonably friendly but my food was gross. Both flights almost full with little social distancing and plenty of mixed groups sat next to each other. Lots of passengers with masks below nose or not on at all. When coming back to Heathrow many seemed to have below their nose. Announcement made at the beginning about masks. Crew challenged a couple of people at beginning of flight for not having them on or below nose but seemed to give up at the end. When leaving plane good number had already taken off yet nothing. On way back not a single maskless or incorrectly worn mask challenged. A guy opposite me had his mask below nose the whole flight. He had a conversation with several attendants neither of whom said anything. Not like the crew were busy either, did 2 services the whole flight then rest of the time didn't see them. Of course flying in these times is a risk but those risks can be reduced by passengers wearing masks, enforced by the airlines.",dubai london december ok seat comfortable enough crew reasonably friendly food gross almost full little social distancing plenty mixed group sit next lot passenger mask nose come back heathrow many seem nose announcement make begin mask crew challenge couple people begin nose seem give end leave plane good number already take yet nothing way back single maskless incorrectly wear mask challenge guy opposite mask nose whole conversation several attendant neither say anything like crew busy either service whole rest time not see course time risk risk reduce passenger wear mask enforce,"passengers with masks below nose. Dubai to London on 5th December. Flight was ok - seat comfortable enough, crew reasonably friendly but my food was gross. Both flights almost full with little social distancing and plenty of mixed groups sat next to each other. Lots of passengers with masks below nose or not on at all. When coming back to Heathrow many seemed to have below their nose. Announcement made at the beginning about masks. Crew challenged a couple of people at beginning of flight for not having them on or below nose but seemed to give up at the end. When leaving plane good number had already taken off yet nothing. On way back not a single maskless or incorrectly worn mask challenged. A guy opposite me had his mask below nose the whole flight. He had a conversation with several attendants neither of whom said anything. Not like the crew were busy either, did 2 services the whole flight then rest of the time didn't see them. Of course flying in these times is a risk but those risks can be reduced by passengers wearing masks, enforced by the airlines.",0.087,0.86,0.053,-0.7885,0,1043,190,1050,5.526315789473684,0,0,0.0149114631873252,91,588
"""happy with product and would use again""","This is my first flight since January. We have had three cancellations which BA handled superbly. But this flight went ahead. Check in at LHR was fine, no fast track se unity at T5. Galleries South lounge open, they have an app system, it seemed to work well and my breakfast arrived quickly. Followed this with a shower (they are open-limited hours). Flight on time and well presented A321. Staff worked hard, nice drinks run, the packed lunch was not dissimilar to the old short haul economy product but was fine in these times. Landed on time, priority baggage cane off late. Overall, happy with product and would use again.","This is my first flight since January. We have had three cancellations which BA handled superbly. But this flight went ahead. Check in at LHR was fine, no fast track se unity at T5. Galleries South lounge open, they have an app system, it seemed to work well and my breakfast arrived quickly. Followed this with a shower (they are open-limited hours). Flight on time and well presented A321. Staff worked hard, nice drinks run, the packed lunch was not dissimilar to the old short haul economy product but was fine in these times. Landed on time, priority baggage cane off late. Overall, happy with product and would use again.",since january cancellation handle superbly go ahead check lhr fine fast track se unity gallery south lounge open app system seem work breakfast arrive quickly follow shower openlimite hour time present staff work hard nice drink run pack lunch dissimilar old short haul economy product fine time land time priority baggage cane late overall happy product use,"happy with product and would use again. This is my first flight since January. We have had three cancellations which BA handled superbly. But this flight went ahead. Check in at LHR was fine, no fast track se unity at T5. Galleries South lounge open, they have an app system, it seemed to work well and my breakfast arrived quickly. Followed this with a shower (they are open-limited hours). Flight on time and well presented A321. Staff worked hard, nice drinks run, the packed lunch was not dissimilar to the old short haul economy product but was fine in these times. Landed on time, priority baggage cane off late. Overall, happy with product and would use again.",0.033,0.811,0.156,0.9468,1,628,117,642,5.487179487179487,0,0,0.0284857571214392,57,358
"""It's not at all child friendly""","I had a direct flight from London to Lahore and travelling with them was a nightmare. They did not have milk for my son's bottle, didn't even give warm water for his formula milk. No kids meals, no snacks. Meal portion size was tiny, 1/4 glass of juice. You literally have to beg them for drinks water etc.. Staff was so rude and treated us like trash. If you compare them with Emirates, I would give Emirates 10/10 and British airways 2/10. It's not at all child friendly. I will never travel with them again.","I had a direct flight from London to Lahore and travelling with them was a nightmare. They did not have milk for my son's bottle, didn't even give warm water for his formula milk. No kids meals, no snacks. Meal portion size was tiny, 1/4 glass of juice. You literally have to beg them for drinks water etc.. Staff was so rude and treated us like trash. If you compare them with Emirates, I would give Emirates 10/10 and British airways 2/10. It's not at all child friendly. I will never travel with them again.",direct london lahore travel nightmare milk son bottle not give warm water formula milk kid meal snack meal portion size tiny glass juice literally beg drink water etc staff rude treat like trash compare emirate give emirate child friendly never travel,"It's not at all child friendly. I had a direct flight from London to Lahore and travelling with them was a nightmare. They did not have milk for my son's bottle, didn't even give warm water for his formula milk. No kids meals, no snacks. Meal portion size was tiny, 1/4 glass of juice. You literally have to beg them for drinks water etc.. Staff was so rude and treated us like trash. If you compare them with Emirates, I would give Emirates 10/10 and British airways 2/10. It's not at all child friendly. I will never travel with them again.",0.088,0.833,0.079,-0.0083,0,512,98,508,5.183673469387755,0,0,0.029520295202952,41,251
"""my experience with BA was very positive""","Overall I have to say I am really pleased with the service BA provided, given the circumstances which must be particularly challenging for airlines. I had to call BA a few times regarding both my outbound and return flight and I would rate their customer service 10/10. Everyone I talked to was extremely friendly and helpful, one employee even tried to help me figure out the recently updated arrival regulations from an Italian website and listened to my rant about constantly changing restrictions and quarantines. I was refunded promptly for part of my flight that had been cancelled and I was able to change my return flight to a completely different route and date with only a minimal charge. They have really shown flexibility here, which is needed when travelling in 2020. The flight itself was fine and I appreciate that food and drink options are currently a bit limited, given that everyone should wear their mask as much as possible rather than sipping tea. The one thing - which I mean as constructive criticism though - I think BA could improve is a little more exchange with their destination airports. The arrival sheets for Italy we were given on the flight were outdated and the ground staff in Heathrow in charge of the boarding procedure did not even know that swab tests were now mandatory for arrivals in Italy when I asked him whether he knew any details of what to expect in Venice. That's fine on the first day after (yet another) update, but this rule had been in place for 4 days on the day I travelled. Overall my experience with BA was very positive though and I am happy to spend a little more on my flight than I would with some cheaper airlines for the great customer service I received.","Overall I have to say I am really pleased with the service BA provided, given the circumstances which must be particularly challenging for airlines. I had to call BA a few times regarding both my outbound and return flight and I would rate their customer service 10/10. Everyone I talked to was extremely friendly and helpful, one employee even tried to help me figure out the recently updated arrival regulations from an Italian website and listened to my rant about constantly changing restrictions and quarantines. I was refunded promptly for part of my flight that had been cancelled and I was able to change my return flight to a completely different route and date with only a minimal charge. They have really shown flexibility here, which is needed when travelling in 2020. The flight itself was fine and I appreciate that food and drink options are currently a bit limited, given that everyone should wear their mask as much as possible rather than sipping tea. The one thing - which I mean as constructive criticism though - I think BA could improve is a little more exchange with their destination airports. The arrival sheets for Italy we were given on the flight were outdated and the ground staff in Heathrow in charge of the boarding procedure did not even know that swab tests were now mandatory for arrivals in Italy when I asked him whether he knew any details of what to expect in Venice. That's fine on the first day after (yet another) update, but this rule had been in place for 4 days on the day I travelled. Overall my experience with BA was very positive though and I am happy to spend a little more on my flight than I would with some cheaper airlines for the great customer service I received.",overall say pleased service provide give circumstance must particularly challenge call time regard outbound return rate customer service everyone talk extremely friendly helpful employee try help figure recently update arrival regulation italian website listen rant constantly change restriction quarantine refund promptly part cancel able change return completely different route date minimal charge show flexibility need travel fine appreciate food drink option currently bite limited give everyone wear mask possible sip tea thing mean constructive criticism though think improve little exchange destination airport arrival sheet italy give outdated ground staff heathrow charge boarding procedure know swab test mandatory arrival italy ask whether know detail expect venice fine day yet another update rule place day day travel overall experience positive though happy spend little cheap great customer service receive,"my experience with BA was very positive. Overall I have to say I am really pleased with the service BA provided, given the circumstances which must be particularly challenging for airlines. I had to call BA a few times regarding both my outbound and return flight and I would rate their customer service 10/10. Everyone I talked to was extremely friendly and helpful, one employee even tried to help me figure out the recently updated arrival regulations from an Italian website and listened to my rant about constantly changing restrictions and quarantines. I was refunded promptly for part of my flight that had been cancelled and I was able to change my return flight to a completely different route and date with only a minimal charge. They have really shown flexibility here, which is needed when travelling in 2020. The flight itself was fine and I appreciate that food and drink options are currently a bit limited, given that everyone should wear their mask as much as possible rather than sipping tea. The one thing - which I mean as constructive criticism though - I think BA could improve is a little more exchange with their destination airports. The arrival sheets for Italy we were given on the flight were outdated and the ground staff in Heathrow in charge of the boarding procedure did not even know that swab tests were now mandatory for arrivals in Italy when I asked him whether he knew any details of what to expect in Venice. That's fine on the first day after (yet another) update, but this rule had been in place for 4 days on the day I travelled. Overall my experience with BA was very positive though and I am happy to spend a little more on my flight than I would with some cheaper airlines for the great customer service I received.",0.02,0.869,0.112,0.982,1,1721,307,1724,5.615635179153094,0,0,0.021590909090909,127,922
"""refunded my tickets within 2 working days""","I am extremely pleased with British Airways as they refunded my tickets Munich-London City-Munich within 2 working days in a friendly and professional manner: the difference between British Airways and Lufthansa is night and day. Friendly, professional and prompt are 3 adjectives to describe BA, while Lufthansa is best summed up as arrogant, impossible to contact and ignorant. Well Done and Best Wishes to all at British Airways.","I am extremely pleased with British Airways as they refunded my tickets Munich-London City-Munich within 2 working days in a friendly and professional manner: the difference between British Airways and Lufthansa is night and day. Friendly, professional and prompt are 3 adjectives to describe BA, while Lufthansa is best summed up as arrogant, impossible to contact and ignorant. Well Done and Best Wishes to all at British Airways.",extremely pleased refunded ticket munichlondon citymunich within working day friendly professional manner difference lufthansa night day friendly professional prompt adjective describe lufthansa well sum arrogant impossible contact ignorant do good wish,"refunded my tickets within 2 working days. I am extremely pleased with British Airways as they refunded my tickets Munich-London City-Munich within 2 working days in a friendly and professional manner: the difference between British Airways and Lufthansa is night and day. Friendly, professional and prompt are 3 adjectives to describe BA, while Lufthansa is best summed up as arrogant, impossible to contact and ignorant. Well Done and Best Wishes to all at British Airways.",0.057,0.71,0.233,0.9468,1,433,72,459,6.375,0,0,0.0421052631578947,31,253
